,date,oil_volume,volume_of_liquid,gas_volume,water_volume,water_cut,working_hours,dynamic_level,reservoir_pressure
1340,2016-09-03,13,59,3583,46,77,24,1944,162
1341,2016-09-04,14,59,3738,45,76,24,1944,162
1342,2016-09-05,13,57,3587,44,76,24,1953,162
1343,2016-09-06,13,57,3587,44,76,24,1956,162
1344,2016-09-07,13,57,3587,44,76,24,1960,162
1345,2016-09-08,13,57,3587,44,76,24,1967,162
1346,2016-09-09,12,57,3288,45,78,24,1965,162
1347,2016-09-10,12,57,3288,45,78,24,1968,162
1348,2016-09-11,12,57,3288,45,78,24,1968,162
1349,2016-09-12,12,57,3288,45,78,24,1968,162
1350,2016-09-13,12,57,3288,45,78,24,1968,162
1351,2016-09-14,12,57,3288,45,78,24,1963,162
1352,2016-09-15,12,57,3288,45,78,24,1966,162
1353,2016-09-16,12,57,3288,45,78,24,1966,162
1354,2016-09-17,12,57,3288,45,78,24,1966,161
1355,2016-09-18,13,57,3438,44,77,24,1966,161
1356,2016-09-19,13,57,3438,44,77,24,1966,161
1357,2016-09-20,13,57,3438,44,77,24,1966,161
1358,2016-09-21,13,57,3587,44,76,24,1967,161
1359,2016-09-22,14,60,3776,46,76,24,1967,161
1360,2016-09-23,14,60,3776,46,76,24,1887,161
1361,2016-09-24,14,59,3732,45,76,24,1907,161
1362,2016-09-25,14,59,3732,45,76,24,1902,161
1363,2016-09-26,6,25,1555,19,76,10,1911,161
1364,2016-09-27,14,59,3732,45,76,24,1823,161
1365,2016-09-28,14,59,3713,45,76,24,1849,161
1366,2016-09-29,14,59,3713,45,76,24,1861,161
1367,2016-09-30,14,59,3713,45,76,24,1891,161
1368,2016-10-01,14,59,3713,45,76,24,1906,161
1369,2016-10-02,12,57,3277,45,78,24,1907,161
1370,2016-10-03,12,57,3277,45,78,24,1907,161
1371,2016-10-04,12,57,3277,45,78,24,1916,161
1372,2016-10-05,12,57,3277,45,78,24,1907,161
1373,2016-10-06,12,57,3277,45,78,24,1907,161
1374,2016-10-07,11,57,2973,46,80,24,1906,161
1375,2016-10-08,11,57,2973,46,80,24,1906,161
1376,2016-10-09,10,57,2676,47,82,24,1906,161
1377,2016-10-10,10,57,2676,47,82,24,1901,161
1378,2016-10-11,10,58,2733,48,82,24,1906,161
1379,2016-10-12,10,58,2733,48,82,24,1909,161
1380,2016-10-13,10,58,2733,48,82,24,1909,160
1381,2016-10-14,10,58,2733,48,82,24,1907,160
1382,2016-10-15,11,58,2885,47,81,24,1900,160
1383,2016-10-16,10,57,2820,46,81,24,1907,160
1384,2016-10-17,10,57,2820,46,81,24,1901,160
1385,2016-10-18,10,57,2820,46,81,24,1901,160
1386,2016-10-19,11,57,2845,46,81,24,1906,160
1387,2016-10-20,11,57,2845,46,81,24,1909,160
1388,2016-10-21,11,57,2845,46,81,24,1907,160
1389,2016-10-22,11,57,2845,46,81,24,1907,160
1390,2016-10-23,12,60,3299,48,79,24,1907,160
1391,2016-10-24,12,60,3299,48,79,24,1917,160
1392,2016-10-25,12,60,3299,48,79,24,1914,160
1393,2016-10-26,12,57,3139,45,79,24,1913,160
1394,2016-10-27,13,57,3438,44,77,24,1916,160
1395,2016-10-28,13,57,3438,44,77,24,1915,160
1396,2016-10-29,13,57,3438,44,77,24,1879,160
1397,2016-10-30,12,53,3180,41,77,22,1909,160
1398,2016-10-31,13,57,3587,44,76,24,1909,160
1399,2016-11-01,13,57,3587,44,76,24,1892,160
1400,2016-11-02,13,57,3587,44,76,24,1905,160
1401,2016-11-03,13,57,3587,44,76,24,1905,160
1402,2016-11-04,12,53,3318,40,76,22,1898,160
1403,2016-11-05,14,57,3737,43,75,24,1898,160
1404,2016-11-06,13,52,3425,39,75,22,1893,160
1405,2016-11-07,14,57,3737,43,75,24,1893,160
1406,2016-11-08,14,57,3737,43,75,24,1908,159
1407,2016-11-09,14,57,3737,43,75,24,1909,159
1408,2016-11-10,14,57,3737,43,75,24,1909,159
1409,2016-11-11,14,57,3737,43,75,24,1903,159
1410,2016-11-12,14,57,3737,43,75,24,1908,159
1411,2016-11-13,14,55,3773,41,74,23,1906,159
1412,2016-11-14,14,57,3886,42,74,24,1891,159
1413,2016-11-15,14,57,3886,42,74,24,1902,159
1414,2016-11-16,14,57,3886,42,74,24,1907,159
1415,2016-11-17,14,57,3886,42,74,24,1909,159
1416,2016-11-18,14,57,3886,42,74,24,1911,159
1417,2016-11-19,14,57,3886,42,74,24,1911,159
1418,2016-11-20,13,50,3433,37,74,21,1908,159
1419,2016-11-21,14,57,3886,42,74,24,1901,159
1420,2016-11-22,14,57,3886,42,74,24,1900,159
1421,2016-11-23,13,50,3449,38,74,21,1900,159
1422,2016-11-24,14,57,3886,42,74,24,1898,159
1423,2016-11-25,12,50,3184,39,76,21,1862,159
1424,2016-11-26,13,57,3587,44,76,24,1898,159
1425,2016-11-27,13,57,3587,44,76,24,1896,159
1426,2016-11-28,13,57,3587,44,76,24,1816,159
1427,2016-11-29,13,57,3587,44,76,24,1860,159
1428,2016-11-30,13,57,3587,44,76,24,1871,159
1429,2016-12-01,13,57,3587,44,76,24,1878,159
1430,2016-12-02,13,57,3438,44,77,24,1881,159
1431,2016-12-03,13,57,3438,44,77,24,1888,158
1432,2016-12-04,13,57,3587,44,76,24,1886,158
1433,2016-12-05,13,57,3587,44,76,24,1890,158
1434,2016-12-06,13,57,3587,44,76,24,1888,158
1435,2016-12-07,13,57,3587,44,76,24,1899,158
1436,2016-12-08,13,57,3587,44,76,24,1888,158
1437,2016-12-09,13,57,3587,44,76,24,1888,158
1438,2016-12-10,12,51,3332,38,75,21,1890,158
1439,2016-12-11,14,57,3737,43,75,24,1678,158
1440,2016-12-12,14,57,3737,43,75,24,1678,158
1441,2016-12-13,14,57,3737,43,75,24,1678,158
1442,2016-12-14,14,57,3737,43,75,24,1678,158
1443,2016-12-15,13,51,3598,37,73,21,1678,158
1444,2016-12-16,13,51,3598,37,73,21,1678,158
1445,2016-12-17,14,52,3666,38,73,22,1678,158
1446,2016-12-18,15,57,4035,42,73,24,1678,158
1447,2016-12-19,15,57,4035,42,73,24,1749,158
1448,2016-12-20,15,57,4035,42,73,24,1749,158
1449,2016-12-21,15,57,4035,42,73,24,1802,158
1450,2016-12-22,15,57,4035,42,73,24,1816,158
1451,2016-12-23,15,57,4035,42,73,24,1838,158
1452,2016-12-24,16,57,4334,41,71,24,1838,158
1453,2016-12-25,16,57,4334,41,71,24,1842,158
1454,2016-12-26,16,57,4334,41,71,24,1847,158
1455,2016-12-27,16,57,4334,41,71,24,1879,158
1456,2016-12-28,16,57,4334,41,71,24,1886,158
1457,2016-12-29,15,51,3901,37,71,22,1886,157
1458,2016-12-30,16,57,4334,41,71,24,1886,157
1459,2016-12-31,16,55,4226,40,71,23,1886,157
1460,2017-01-01,16,57,4334,41,71,24,1884,157
1461,2017-01-02,16,57,4334,41,71,24,1893,157
1462,2017-01-03,16,57,4334,41,71,24,1893,157
1463,2017-01-04,16,57,4334,41,71,24,1872,157
1464,2017-01-05,16,57,4334,41,71,24,1901,157
1465,2017-01-06,16,57,4334,41,71,24,1901,157
1466,2017-01-07,16,57,4334,41,71,24,1901,157
1467,2017-01-08,17,57,4484,40,70,24,1901,157
1468,2017-01-09,17,57,4484,40,70,24,1901,157
1469,2017-01-10,17,57,4484,40,70,24,1901,157
1470,2017-01-11,16,53,4166,37,70,22,1901,157
1471,2017-01-12,17,57,4484,40,70,24,1901,157
1472,2017-01-13,15,50,3940,35,70,24,1862,157
1473,2017-01-14,13,43,3415,31,70,21,1909,157
1474,2017-01-15,15,50,3940,35,70,24,1878,157
1475,2017-01-16,13,45,3563,32,70,22,1895,157
1476,2017-01-17,13,45,3563,32,70,22,1902,157
1477,2017-01-18,15,50,4071,35,69,24,1876,157
1478,2017-01-19,15,50,4071,35,69,24,1876,157
1479,2017-01-20,15,50,4071,35,69,24,1875,157
1480,2017-01-21,16,50,4203,34,68,24,1877,157
1481,2017-01-22,16,50,4203,34,68,24,1875,157
1482,2017-01-23,16,50,4203,34,68,24,1875,157
1483,2017-01-24,16,50,4203,34,68,24,1873,156
1484,2017-01-25,16,50,4203,34,68,24,1875,156
1485,2017-01-26,16,50,4203,34,68,24,1875,156
1486,2017-01-27,16,50,4334,34,67,24,1832,156
1487,2017-01-28,16,50,4334,34,67,24,1843,156
1488,2017-01-29,16,50,4334,34,67,24,1847,156
1489,2017-01-30,16,50,4334,34,67,24,1847,156
1490,2017-01-31,16,50,4334,34,67,24,1847,156
1491,2017-02-01,16,50,4334,34,67,24,1847,156
1492,2017-02-02,16,50,4334,34,67,24,1847,156
1493,2017-02-03,16,50,4334,34,67,24,1848,156
1494,2017-02-04,16,50,4203,34,68,24,1846,156
1495,2017-02-05,16,50,4203,34,68,24,1848,156
1496,2017-02-06,16,50,4203,34,68,24,1853,156
1497,2017-02-07,16,50,4203,34,68,24,1844,156
1498,2017-02-08,16,50,4203,34,68,24,1847,156
1499,2017-02-09,16,50,4203,34,68,24,1845,156
1500,2017-02-10,14,43,3702,29,67,21,1845,156
1501,2017-02-11,16,50,4334,34,67,24,1772,156
1502,2017-02-12,16,50,4334,34,67,24,1817,156
1503,2017-02-13,16,50,4334,34,67,24,1827,156
1504,2017-02-14,16,50,4334,34,67,24,1840,156
1505,2017-02-15,16,50,4334,34,67,24,1840,156
1506,2017-02-16,16,50,4334,34,67,24,1840,156
1507,2017-02-17,16,50,4334,34,67,24,1840,156
1508,2017-02-18,16,50,4203,34,68,24,1860,156
1509,2017-02-19,16,50,4203,34,68,24,1865,155
1510,2017-02-20,15,47,3958,32,68,23,1869,155
1511,2017-02-21,16,50,4203,34,68,24,1860,155
1512,2017-02-22,16,50,4203,34,68,24,1860,155
1513,2017-02-23,16,50,4203,34,68,24,1877,155
1514,2017-02-24,17,52,4507,35,67,24,1871,155
1515,2017-02-25,17,52,4507,35,67,24,1870,155
1516,2017-02-26,17,52,4507,35,67,24,1870,155
1517,2017-02-27,17,52,4507,35,67,24,1877,155
1518,2017-02-28,17,52,4507,35,67,24,1880,155
1519,2017-03-01,13,41,3550,28,67,19,1880,155
1520,2017-03-02,17,52,4507,35,67,24,1880,155
1521,2017-03-03,16,52,4234,36,69,24,1875,155
1522,2017-03-04,16,52,4234,36,69,24,1875,155
1523,2017-03-05,14,46,3705,32,69,21,1892,155
1524,2017-03-06,16,52,4234,36,69,24,1979,155
1525,2017-03-07,16,52,4234,36,69,24,1979,155
1526,2017-03-08,16,52,4234,36,69,24,1921,155
1527,2017-03-09,16,52,4234,36,69,24,1931,155
1528,2017-03-10,16,52,4234,36,69,24,1931,155
1529,2017-03-11,16,52,4234,36,69,24,1928,155
1530,2017-03-12,13,42,3387,29,69,19,1928,155
1531,2017-03-13,13,44,3449,31,70,20,1928,155
1532,2017-03-14,15,52,4098,37,70,24,1957,155
1533,2017-03-15,15,52,4098,37,70,24,1958,155
1534,2017-03-16,15,52,4098,37,70,24,1955,154
1535,2017-03-17,16,52,4234,36,69,24,1955,154
1536,2017-03-18,16,52,4234,36,69,24,1957,154
1537,2017-03-19,16,52,4371,36,68,24,1957,154
1538,2017-03-20,16,52,4371,36,68,24,1955,154
1539,2017-03-21,14,44,3733,31,68,21,1955,154
1540,2017-03-22,17,52,4507,35,67,24,1965,154
1541,2017-03-23,17,51,4582,34,66,24,1809,154
1542,2017-03-24,17,51,4582,34,66,24,1851,154
1543,2017-03-25,17,51,4582,34,66,24,1851,154
1544,2017-03-26,16,49,4394,33,66,24,1855,154
1545,2017-03-27,16,49,4394,33,66,24,1855,154
1546,2017-03-28,17,49,4523,32,65,24,1855,154
1547,2017-03-29,17,49,4523,32,65,24,1855,154
1548,2017-03-30,17,49,4523,32,65,24,1855,154
1549,2017-03-31,17,49,4523,32,65,24,1862,154
1550,2017-04-01,16,47,4335,31,65,23,1862,154
1551,2017-04-02,17,49,4523,32,65,24,1862,154
1552,2017-04-03,17,51,4652,33,65,24,1842,154
1553,2017-04-04,17,51,4652,33,65,24,1846,154
1554,2017-04-05,16,47,4342,31,65,22,1846,154
1555,2017-04-06,17,51,4519,34,66,24,1841,154
1556,2017-04-07,17,51,4519,34,66,24,1846,154
1557,2017-04-08,17,51,4519,34,66,24,1848,154
1558,2017-04-09,17,51,4519,34,66,24,1848,154
1559,2017-04-10,17,51,4519,34,66,24,1847,154
1560,2017-04-11,17,51,4519,34,66,24,1846,153
1561,2017-04-12,17,51,4519,34,66,24,1846,153
1562,2017-04-13,17,51,4652,33,65,24,1852,153
1563,2017-04-14,17,51,4652,33,65,24,1858,153
1564,2017-04-15,17,51,4652,33,65,24,1858,153
1565,2017-04-16,17,51,4652,33,65,24,1858,153
1566,2017-04-17,17,51,4652,33,65,24,1858,153
1567,2017-04-18,17,51,4689,34,65,24,1858,153
1568,2017-04-19,17,51,4689,34,65,24,1858,153
1569,2017-04-20,17,51,4689,34,65,24,1858,153
1570,2017-04-21,18,51,4957,33,63,24,1858,153
1571,2017-04-22,18,51,4957,33,63,24,1858,153
1572,2017-04-23,18,51,4957,33,63,24,1858,153
1573,2017-04-24,18,51,4957,33,63,24,1858,153
1574,2017-04-25,18,51,4957,33,63,24,1858,153
1575,2017-04-26,18,51,4957,33,63,24,1858,153
1576,2017-04-27,18,51,4957,33,63,24,1858,153
1577,2017-04-28,18,51,4957,33,63,24,1858,153
1578,2017-04-29,17,51,4689,34,65,24,1858,153
1579,2017-04-30,17,51,4689,34,65,24,1858,153
1580,2017-05-01,17,51,4689,34,65,24,1858,153
1581,2017-05-02,17,51,4689,34,65,24,1858,153
1582,2017-05-03,17,51,4689,34,65,24,1858,153
1583,2017-05-04,15,51,4153,36,69,24,1858,153
1584,2017-05-05,15,51,4153,36,69,24,1858,153
1585,2017-05-06,15,51,4153,36,69,24,1858,153
1586,2017-05-07,15,51,4153,36,69,24,1858,152
1587,2017-05-08,15,51,4153,36,69,24,1820,152
1588,2017-05-09,15,51,4153,36,69,24,1820,152
1589,2017-05-10,15,51,4153,36,69,24,1820,152
1590,2017-05-11,15,51,4153,36,69,24,1820,152
1591,2017-05-12,15,51,4153,36,69,24,1820,152
1592,2017-05-13,15,51,4019,36,70,24,1820,152
1593,2017-05-14,15,51,4019,36,70,24,1820,152
1594,2017-05-15,15,51,4019,36,70,24,1820,152
1595,2017-05-16,15,51,4019,36,70,24,1851,152
1596,2017-05-17,15,51,4043,36,70,24,1847,152
1597,2017-05-18,15,51,3908,37,71,24,1849,152
1598,2017-05-19,15,51,3908,37,71,24,1838,152
1599,2017-05-20,15,51,3908,37,71,24,1838,152
1600,2017-05-21,16,51,4312,35,68,24,1838,152
1601,2017-05-22,16,51,4312,35,68,24,1841,152
1602,2017-05-23,16,51,4312,35,68,24,1847,152
1603,2017-05-24,16,51,4312,35,68,24,1849,152
1604,2017-05-25,16,52,4346,36,68,24,1849,152
1605,2017-05-26,16,52,4346,36,68,24,1849,152
1606,2017-05-27,16,52,4346,36,68,24,1849,152
1607,2017-05-28,16,52,4210,36,69,24,1849,152
1608,2017-05-29,16,52,4210,36,69,24,1841,152
1609,2017-05-30,16,52,4210,36,69,24,1841,152
1610,2017-05-31,16,52,4210,36,69,24,1841,152
1611,2017-06-01,16,52,4210,36,69,24,1841,152
1612,2017-06-02,14,45,3701,32,69,21,1841,151
1613,2017-06-03,15,51,4122,35,69,24,1845,151
1614,2017-06-04,16,52,4210,36,69,24,1841,151
1615,2017-06-05,16,52,4210,36,69,24,1841,151
1616,2017-06-06,16,52,4210,36,69,24,1841,151
1617,2017-06-07,16,52,4210,36,69,24,1841,151
1618,2017-06-08,16,52,4210,36,69,24,1851,151
1619,2017-06-09,16,52,4210,36,69,24,1851,151
1620,2017-06-10,16,52,4210,36,69,24,1851,151
1621,2017-06-11,16,52,4210,36,69,24,1860,151
1622,2017-06-12,16,52,4210,36,69,24,1855,151
1623,2017-06-13,14,52,3802,38,72,24,1855,151
1624,2017-06-14,14,52,3802,38,72,24,1855,151
1625,2017-06-15,14,52,3802,38,72,24,1855,151
1626,2017-06-16,14,50,3641,36,72,24,1855,151
1627,2017-06-17,14,50,3641,36,72,24,1857,151
1628,2017-06-18,14,50,3641,36,72,24,1850,151
1629,2017-06-19,13,50,3511,36,73,24,1808,151
1630,2017-06-20,13,50,3511,36,73,24,1808,151
1631,2017-06-21,13,50,3511,36,73,24,1815,151
1632,2017-06-22,15,50,4031,34,69,24,1815,151
1633,2017-06-23,15,50,4104,35,69,24,1827,151
1634,2017-06-24,15,50,4104,35,69,24,1827,151
1635,2017-06-25,15,50,4104,35,69,24,1832,151
1636,2017-06-26,15,51,4153,36,69,24,1832,151
1637,2017-06-27,15,51,4153,36,69,24,1832,151
1638,2017-06-28,15,51,4161,36,69,24,1826,150
1639,2017-06-29,14,51,3758,37,72,24,1826,150
1640,2017-06-30,14,51,3758,37,72,24,1826,150
1641,2017-07-01,14,51,3758,37,72,24,1826,150
1642,2017-07-02,14,50,3699,37,72,24,1846,150
1643,2017-07-03,13,50,3539,37,73,24,1846,150
1644,2017-07-04,13,50,3539,37,73,24,1846,150
1645,2017-07-05,13,50,3539,37,73,24,1846,150
1646,2017-07-06,13,50,3539,37,73,24,1849,150
1647,2017-07-07,14,50,3670,36,72,24,1849,150
1648,2017-07-08,14,50,3677,36,72,24,1849,150
1649,2017-07-09,14,50,3677,36,72,24,1858,150
1650,2017-07-10,14,50,3677,36,72,24,1844,150
1651,2017-07-11,12,50,3152,38,76,24,1848,150
1652,2017-07-12,11,46,2925,36,76,24,1848,150
1653,2017-07-13,11,46,2925,36,76,24,1847,150
1654,2017-07-14,13,46,3535,33,71,24,1858,150
1655,2017-07-15,13,46,3535,33,71,24,1858,150
1656,2017-07-16,13,45,3417,32,71,23,1858,150
1657,2017-07-17,13,46,3535,33,71,24,1858,150
1658,2017-07-18,14,54,3708,40,74,24,1858,150
1659,2017-07-19,14,54,3708,40,74,24,1858,150
1660,2017-07-20,13,53,3600,39,74,23,1858,150
1661,2017-07-21,14,54,3708,40,74,24,1858,150
1662,2017-07-22,13,54,3566,41,75,24,1858,150
1663,2017-07-23,13,52,3388,39,75,23,1858,149
1664,2017-07-24,13,54,3566,41,75,24,1858,149
1665,2017-07-25,13,54,3566,41,75,24,1858,149
1666,2017-07-26,13,54,3566,41,75,24,1863,149
1667,2017-07-27,13,55,3585,41,75,24,1863,149
1668,2017-07-28,13,55,3585,41,75,24,1863,149
1669,2017-07-29,13,55,3585,41,75,24,1863,149
1670,2017-07-30,13,55,3585,41,75,24,1863,149
1671,2017-07-31,13,55,3585,41,75,24,1863,149
1672,2017-08-01,13,55,3585,41,75,24,1863,149
1673,2017-08-02,14,55,3729,41,74,24,1863,149
1674,2017-08-03,12,47,3189,35,74,24,1863,149
1675,2017-08-04,12,47,3189,35,74,24,1863,149
1676,2017-08-05,14,51,3744,37,72,24,1863,149
1677,2017-08-06,13,51,3476,38,74,24,1863,149
1678,2017-08-07,13,51,3476,38,74,24,1863,149
1679,2017-08-08,11,43,2926,32,74,20,1863,149
1680,2017-08-09,13,51,3476,38,74,24,1863,149
1681,2017-08-10,13,52,3517,38,74,24,1863,149
1682,2017-08-11,15,52,3923,37,71,24,1863,149
1683,2017-08-12,15,52,3923,37,71,24,1863,149
1684,2017-08-13,14,49,3727,35,71,23,1863,149
1685,2017-08-14,15,52,3923,37,71,24,1863,149
1686,2017-08-15,15,52,3923,37,71,24,1863,149
1687,2017-08-16,14,49,3740,35,71,24,1846,149
1688,2017-08-17,14,49,3740,35,71,24,1810,149
1689,2017-08-18,17,56,4593,39,69,24,1829,148
1690,2017-08-19,17,56,4593,39,69,24,1829,148
1691,2017-08-20,17,56,4593,39,69,24,1843,148
1692,2017-08-21,16,53,4348,37,69,24,1842,148
1693,2017-08-22,16,53,4348,37,69,24,1847,148
1694,2017-08-23,17,53,4489,37,68,24,1847,148
1695,2017-08-24,14,46,3875,32,68,24,1843,148
1696,2017-08-25,14,45,3762,31,68,23,1847,148
1697,2017-08-26,14,45,3762,31,68,23,1847,148
1698,2017-08-27,21,68,5537,47,69,24,1857,148
1699,2017-08-28,21,68,5537,47,69,24,1857,148
1700,2017-08-29,16,51,4177,36,69,24,1844,148
1701,2017-08-30,16,53,4308,37,69,24,1844,148
1702,2017-08-31,16,53,4308,37,69,24,1856,148
1703,2017-09-01,16,54,4373,37,69,24,1856,148
1704,2017-09-02,17,54,4514,37,68,24,1853,148
1705,2017-09-03,17,54,4514,37,68,24,1853,148
1706,2017-09-04,17,54,4514,37,68,24,1869,148
1707,2017-09-05,18,58,4833,40,68,24,1872,148
1708,2017-09-06,19,58,4984,39,67,24,1872,148
1709,2017-09-07,18,55,4776,37,67,24,1832,148
1710,2017-09-08,18,55,4776,37,67,24,1848,148
1711,2017-09-09,18,55,4776,37,67,24,1846,148
1712,2017-09-10,18,55,4776,37,67,24,1847,148
1713,2017-09-11,19,56,5102,37,65,24,1845,148
1714,2017-09-12,19,56,5102,37,65,24,1845,148
1715,2017-09-13,19,56,5102,37,65,24,1845,147
1716,2017-09-14,19,56,5102,37,65,24,1846,147
1717,2017-09-15,19,56,5102,37,65,24,1843,147
1718,2017-09-16,19,56,5102,37,65,24,1843,147
1719,2017-09-17,19,56,5102,37,65,24,1843,147
1720,2017-09-18,14,52,3817,38,72,24,1843,147
1721,2017-09-19,14,52,3817,38,72,24,1843,147
1722,2017-09-20,14,52,3817,38,72,24,1843,147
1723,2017-09-21,14,52,3817,38,72,24,1843,147
1724,2017-09-22,14,52,3817,38,72,24,1843,147
1725,2017-09-23,14,52,3681,38,73,24,1843,147
1726,2017-09-24,14,52,3681,38,73,24,1843,147
1727,2017-09-25,14,52,3681,38,73,24,1843,147
1728,2017-09-26,14,52,3681,38,73,24,1843,147
1729,2017-09-27,11,52,2999,41,78,24,1843,147
1730,2017-09-28,11,52,2863,41,79,24,1843,147
1731,2017-09-29,11,55,3023,44,79,24,1843,147
1732,2017-09-30,11,55,3023,44,79,24,1843,147
1733,2017-10-01,11,55,3023,44,79,24,1843,147
1734,2017-10-02,11,55,3023,44,79,24,1843,147
1735,2017-10-03,11,55,3023,44,79,24,1843,147
1736,2017-10-04,11,55,3023,44,79,24,1843,147
1737,2017-10-05,11,54,2973,43,79,24,1843,147
1738,2017-10-06,12,54,3115,42,78,24,1843,147
1739,2017-10-07,11,52,3022,41,78,24,1843,147
1740,2017-10-08,12,54,3256,42,77,24,1850,147
1741,2017-10-09,12,54,3256,42,77,24,1850,146
1742,2017-10-10,12,54,3256,42,77,24,1850,146
1743,2017-10-11,12,54,3256,42,77,24,1850,146
1744,2017-10-12,11,54,2973,43,79,24,1850,146
1745,2017-10-13,11,54,2973,43,79,24,1850,146
1746,2017-10-14,11,54,2973,43,79,24,1850,146
1747,2017-10-15,11,54,2973,43,79,24,1850,146
1748,2017-10-16,11,54,2973,43,79,24,1846,146
1749,2017-10-17,10,50,2769,40,79,24,1846,146
1750,2017-10-18,11,50,2901,39,78,24,1858,146
1751,2017-10-19,12,58,3340,45,78,24,1876,146
1752,2017-10-20,12,58,3340,45,78,24,1862,146
1753,2017-10-21,12,58,3340,45,78,24,1863,146
1754,2017-10-22,12,55,3190,43,78,24,1863,146
1755,2017-10-23,12,54,3123,42,78,24,1864,146
1756,2017-10-24,12,55,3190,43,78,24,1863,146
1757,2017-10-25,12,55,3190,43,78,24,1858,146
1758,2017-10-26,14,66,3837,52,78,24,1855,146
1759,2017-10-27,12,57,3265,44,78,24,1851,146
1760,2017-10-28,11,52,2993,41,78,24,1850,146
1761,2017-10-29,11,52,2993,41,78,24,1857,146
1762,2017-10-30,11,52,2993,41,78,24,1851,146
1763,2017-10-31,11,52,2993,41,78,24,1850,146
1764,2017-11-01,12,55,3196,43,78,24,1848,146
1765,2017-11-02,12,55,3196,43,78,24,1846,146
1766,2017-11-03,12,55,3184,43,78,24,1848,145
1767,2017-11-04,16,69,4325,52,76,24,1819,145
1768,2017-11-05,16,69,4325,52,76,24,1831,145
1769,2017-11-06,13,55,3493,42,76,24,1829,145
1770,2017-11-07,12,52,3259,40,76,24,1832,145
1771,2017-11-08,12,52,3259,40,76,24,1833,145
1772,2017-11-09,13,55,3455,42,76,24,1832,145
1773,2017-11-10,13,55,3455,42,76,24,1832,145
1774,2017-11-11,14,58,3663,44,76,24,1831,145
1775,2017-11-12,12,53,3335,40,76,24,1831,145
1776,2017-11-13,12,53,3335,40,76,24,1698,145
1777,2017-11-14,12,53,3335,40,76,24,1816,145
1778,2017-11-15,12,53,3335,40,76,24,1830,145
1779,2017-11-16,12,53,3335,40,76,24,1830,145
1780,2017-11-17,12,53,3335,40,76,24,1825,145
1781,2017-11-18,13,56,3518,43,76,24,1825,145
1782,2017-11-19,13,56,3518,43,76,24,1830,145
1783,2017-11-20,13,56,3518,43,76,24,1830,145
1784,2017-11-21,13,56,3518,43,76,24,1831,145
1785,2017-11-22,13,52,3441,40,75,24,1831,145
1786,2017-11-23,13,52,3441,40,75,24,1831,145
1787,2017-11-24,13,52,3441,40,75,24,1829,145
1788,2017-11-25,13,52,3441,40,75,24,1842,145
1789,2017-11-26,13,52,3579,39,74,24,1842,145
1790,2017-11-27,13,52,3579,39,74,24,1842,145
1791,2017-11-28,13,52,3579,39,74,24,1756,145
1792,2017-11-29,14,55,3784,41,74,24,1767,144
1793,2017-11-30,14,55,3784,41,74,24,1757,144
1794,2017-12-01,14,55,3784,41,74,24,1757,144
1795,2017-12-02,14,55,3784,41,74,24,1757,144
1796,2017-12-03,14,55,3784,41,74,24,1757,144
1797,2017-12-04,14,55,3784,41,74,24,1757,144
1798,2017-12-05,16,58,4295,42,72,24,1757,144
1799,2017-12-06,16,58,4295,42,72,24,1757,144
1800,2017-12-07,16,58,4295,42,72,24,1757,144
1801,2017-12-08,16,58,4295,42,72,24,1757,144
1802,2017-12-09,16,58,4295,42,72,24,1757,144
1803,2017-12-10,16,58,4295,42,72,24,1757,144
1804,2017-12-11,16,58,4295,42,72,24,1757,144
1805,2017-12-12,15,58,3988,44,74,24,1757,144
1806,2017-12-13,15,58,3988,44,74,24,1757,144
1807,2017-12-14,15,58,3988,44,74,24,1757,144
1808,2017-12-15,15,58,3988,44,74,24,1757,144
1809,2017-12-16,15,57,3900,43,74,24,1757,144
1810,2017-12-17,14,57,3750,43,75,24,1938,144
1811,2017-12-18,14,57,3750,43,75,24,1940,144
1812,2017-12-19,13,55,3592,41,75,24,1938,144
1813,2017-12-20,13,55,3592,41,75,24,1915,144
1814,2017-12-21,14,58,3809,44,75,24,1918,144
1815,2017-12-22,14,58,3809,44,75,24,1915,144
1816,2017-12-23,14,57,3756,43,75,24,1920,144
1817,2017-12-24,14,57,3756,43,75,24,1917,144
1818,2017-12-25,14,57,3730,43,75,24,1917,143
1819,2017-12-26,14,57,3730,43,75,24,1919,143
1820,2017-12-27,14,56,3704,43,75,24,1918,143
1821,2017-12-28,14,56,3704,43,75,24,1919,143
1822,2017-12-29,14,60,3770,46,76,24,1921,143
1823,2017-12-30,10,43,2708,33,76,18,1930,143
1824,2017-12-31,14,59,3713,45,76,24,1917,143
1825,2018-01-01,14,59,3713,45,76,24,1914,143
1826,2018-01-02,14,59,3713,45,76,24,1914,143
1827,2018-01-03,14,59,3713,45,76,24,1910,143
1828,2018-01-04,14,56,3684,42,75,24,1916,143
1829,2018-01-05,14,56,3684,42,75,24,1909,143
1830,2018-01-06,12,52,3284,40,76,24,1921,143
1831,2018-01-07,12,52,3284,40,76,24,1919,143
1832,2018-01-08,12,53,3354,41,76,24,1919,143
1833,2018-01-09,12,53,3354,41,76,24,1922,143
1834,2018-01-10,13,57,3581,43,76,24,1919,143
1835,2018-01-11,13,57,3581,43,76,24,1920,143
1836,2018-01-12,12,57,3282,45,78,24,1921,143
1837,2018-01-13,11,53,3074,42,78,24,1921,143
