,date,oil_volume,volume_of_liquid,gas_volume,water_volume,water_cut,working_hours,dynamic_level,reservoir_pressure
1838,2018-01-14,11,53,3074,42,78,24,1872,143
1839,2018-01-15,11,57,3010,46,80,24,1919,143
1840,2018-01-16,11,57,3010,46,80,24,1918,143
1841,2018-01-17,11,57,2973,46,80,24,1919,143
1842,2018-01-18,11,57,2973,46,80,24,1918,143
1843,2018-01-19,11,57,2973,46,80,24,1917,143
1844,2018-01-20,12,60,3131,48,80,24,1918,142
1845,2018-01-21,12,60,3131,48,80,24,1920,142
1846,2018-01-22,12,60,3131,48,80,24,1922,142
1847,2018-01-23,12,60,3131,48,80,24,1922,142
1848,2018-01-24,11,56,2952,45,80,24,1922,142
1849,2018-01-25,11,56,2952,45,80,24,1922,142
1850,2018-01-26,11,56,2952,45,80,24,1922,142
1851,2018-01-27,11,56,2952,45,80,24,1922,142
1852,2018-01-28,11,56,2952,45,80,24,1922,142
1853,2018-01-29,11,56,2952,45,80,24,1922,142
1854,2018-01-30,11,56,2952,45,80,24,1922,142
1855,2018-01-31,13,56,3395,44,77,24,1922,142
1856,2018-02-01,13,56,3395,44,77,24,1922,142
1857,2018-02-02,13,56,3395,44,77,24,1922,142
1858,2018-02-03,13,56,3395,44,77,24,1922,142
1859,2018-02-04,13,56,3395,44,77,24,1922,142
1860,2018-02-05,13,56,3395,44,77,24,1922,142
1861,2018-02-06,13,56,3395,44,77,24,1922,142
1862,2018-02-07,13,56,3395,44,77,24,1922,142
1863,2018-02-08,13,56,3395,44,77,24,1922,142
1864,2018-02-09,14,56,3838,42,74,24,1922,142
1865,2018-02-10,14,56,3838,42,74,24,1922,142
1866,2018-02-11,14,56,3838,42,74,24,1922,142
1867,2018-02-12,14,56,3838,42,74,24,1922,142
1868,2018-02-13,14,56,3838,42,74,24,1922,142
1869,2018-02-14,13,56,3543,43,76,24,1922,142
1870,2018-02-15,13,56,3543,43,76,24,1922,141
1871,2018-02-16,13,56,3543,43,76,24,1922,141
1872,2018-02-17,13,56,3543,43,76,24,1922,141
1873,2018-02-18,13,56,3543,43,76,24,1922,141
1874,2018-02-19,14,60,3751,46,76,24,1922,141
1875,2018-02-20,14,60,3751,46,76,24,1925,141
1876,2018-02-21,14,60,3751,46,76,24,1925,141
1877,2018-02-22,13,60,3438,47,78,24,1985,141
1878,2018-02-23,13,60,3438,47,78,24,1938,141
1879,2018-02-24,13,60,3438,47,78,24,1934,141
1880,2018-02-25,13,60,3595,46,77,24,1934,141
1881,2018-02-26,14,62,3764,48,77,24,1934,141
1882,2018-02-27,14,62,3764,48,77,24,1934,141
1883,2018-02-28,14,62,3764,48,77,24,1750,141
1884,2018-03-01,14,62,3764,48,77,24,1758,141
1885,2018-03-02,13,56,3401,44,77,24,1758,141
1886,2018-03-03,13,56,3401,44,77,24,1738,141
1887,2018-03-04,13,56,3401,44,77,24,1738,141
1888,2018-03-05,13,56,3401,44,77,24,1772,141
1889,2018-03-06,13,56,3401,44,77,24,1782,141
1890,2018-03-07,13,56,3401,44,77,24,1782,141
1891,2018-03-08,13,56,3549,43,76,24,1782,141
1892,2018-03-09,14,56,3697,43,75,24,1782,141
1893,2018-03-10,14,56,3845,42,74,24,1782,141
1894,2018-03-11,15,56,3993,41,73,24,1782,141
1895,2018-03-12,15,56,4141,41,72,24,1782,140
1896,2018-03-13,16,56,4289,40,71,24,1782,140
1897,2018-03-14,17,56,4437,40,70,24,1782,140
1898,2018-03-15,3,62,812,59,95,20,1872,140
1899,2018-03-16,6,66,1731,59,90,24,1872,140
1900,2018-03-17,8,66,2250,58,87,24,1872,140
1901,2018-03-18,8,66,2247,57,87,24,1872,140
1902,2018-03-19,8,66,2247,57,87,24,1872,140
1903,2018-03-20,11,64,2844,53,83,24,1872,140
1904,2018-03-21,12,63,3320,51,80,24,1872,140
1905,2018-03-22,14,63,3652,50,78,24,1872,140
1906,2018-03-23,14,63,3652,50,78,24,1872,140
1907,2018-03-24,14,63,3652,50,78,24,1872,140
1908,2018-03-25,14,63,3652,50,78,24,1872,140
1909,2018-03-26,15,63,3984,48,76,24,1872,140
1910,2018-03-27,15,63,3984,48,76,24,1872,140
1911,2018-03-28,15,63,3984,48,76,24,1872,140
1912,2018-03-29,15,63,3984,48,76,24,1872,140
1913,2018-03-30,15,63,3984,48,76,24,1872,140
1914,2018-03-31,15,63,3984,48,76,24,1872,140
1915,2018-04-01,15,65,4079,50,76,24,1872,140
1916,2018-04-02,15,65,4079,50,76,24,1872,140
1917,2018-04-03,15,65,4079,50,76,24,1872,140
1918,2018-04-04,15,65,4079,50,76,24,1872,140
1919,2018-04-05,15,65,4079,50,76,24,1872,140
1920,2018-04-06,15,65,4079,50,76,24,1872,140
1921,2018-04-07,15,65,4079,50,76,24,1872,139
1922,2018-04-08,15,65,4079,50,76,24,1872,139
1923,2018-04-09,16,65,4249,49,75,24,1872,139
1924,2018-04-10,14,56,3690,42,75,24,1872,139
1925,2018-04-11,14,57,3737,43,75,24,1872,139
1926,2018-04-12,14,57,3737,43,75,24,1872,139
1927,2018-04-13,15,57,4035,42,73,24,1872,139
1928,2018-04-14,14,53,3733,39,73,22,1872,139
1929,2018-04-15,15,57,4035,42,73,24,1872,139
1930,2018-04-16,15,57,4035,42,73,24,1872,139
1931,2018-04-17,15,57,4019,42,73,24,1872,139
1932,2018-04-18,15,57,4035,42,73,24,1872,139
1933,2018-04-19,15,57,4035,42,73,24,1872,139
1934,2018-04-20,16,59,4163,43,73,24,1872,139
1935,2018-04-21,16,59,4184,43,73,24,1872,139
1936,2018-04-22,16,59,4184,43,73,24,1872,139
1937,2018-04-23,17,64,4518,47,73,24,1872,139
1938,2018-04-24,17,64,4518,47,73,24,1872,139
1939,2018-04-25,17,64,4518,47,73,24,1872,139
1940,2018-04-26,17,64,4518,47,73,24,1872,139
1941,2018-04-27,16,64,4350,48,74,24,1872,139
1942,2018-04-28,14,57,3879,42,74,21,1872,139
1943,2018-04-29,16,62,4200,46,74,24,1872,139
1944,2018-04-30,14,57,3866,42,74,24,1872,139
1945,2018-05-01,14,57,3866,42,74,24,1872,139
1946,2018-05-02,13,52,3527,39,74,22,1872,139
1947,2018-05-03,15,57,4057,42,73,24,1872,138
1948,2018-05-04,16,62,4418,46,73,24,1872,138
1949,2018-05-05,16,62,4418,46,73,24,1872,138
1950,2018-05-06,16,62,4418,46,73,24,1872,138
1951,2018-05-07,14,54,3823,40,73,22,1872,138
1952,2018-05-08,16,59,4170,43,73,24,1872,138
1953,2018-05-09,16,59,4170,43,73,24,1872,138
1954,2018-05-10,16,59,4170,43,73,24,1872,138
1955,2018-05-11,14,58,3835,44,75,24,1872,138
1956,2018-05-12,14,56,3697,43,75,24,1872,138
1957,2018-05-13,14,56,3697,43,75,24,1872,138
1958,2018-05-14,14,58,3776,43,75,24,1872,138
1959,2018-05-15,14,58,3776,43,75,24,1872,138
1960,2018-05-16,13,52,3421,39,75,24,1872,138
1961,2018-05-17,13,52,3421,39,75,24,1872,138
1962,2018-05-18,13,52,3421,39,75,24,1872,138
1963,2018-05-19,13,52,3421,39,75,24,1872,138
1964,2018-05-20,13,52,3441,40,75,24,1872,138
1965,2018-05-21,12,52,3303,40,76,24,1872,138
1966,2018-05-22,12,52,3303,40,76,24,1872,138
1967,2018-05-23,12,52,3303,40,76,24,1872,138
1968,2018-05-24,12,52,3303,40,76,24,1872,138
1969,2018-05-25,14,58,3656,44,76,24,1872,138
1970,2018-05-26,14,58,3656,44,76,24,1872,138
1971,2018-05-27,13,56,3535,43,76,23,1872,138
1972,2018-05-28,14,58,3656,44,76,24,1872,138
1973,2018-05-29,14,58,3656,44,76,24,1872,137
1974,2018-05-30,13,55,3458,42,76,23,1872,137
1975,2018-05-31,14,58,3656,44,76,24,1872,137
1976,2018-06-01,14,58,3656,44,76,24,1872,137
1977,2018-06-02,14,58,3656,44,76,24,1872,137
1978,2018-06-03,14,58,3656,44,76,24,1872,137
1979,2018-06-04,12,58,3352,46,78,24,1872,137
1980,2018-06-05,12,58,3352,46,78,24,1872,137
1981,2018-06-06,12,58,3352,46,78,24,1872,137
1982,2018-06-07,12,58,3352,46,78,24,1872,137
1983,2018-06-08,11,53,2906,42,79,22,1872,137
1984,2018-06-09,12,58,3199,46,79,24,1872,137
1985,2018-06-10,12,58,3199,46,79,24,1872,137
1986,2018-06-11,12,58,3199,46,79,24,1872,137
1987,2018-06-12,11,54,2999,43,79,23,1872,137
1988,2018-06-13,12,58,3199,46,79,24,1872,137
1989,2018-06-14,12,58,3199,46,79,24,1872,137
1990,2018-06-15,12,60,3310,48,79,24,1872,137
1991,2018-06-16,12,60,3152,48,80,24,1872,137
1992,2018-06-17,11,58,3021,46,80,23,1872,137
1993,2018-06-18,11,56,2916,45,80,22,1872,137
1994,2018-06-19,12,60,3139,48,80,24,1872,137
1995,2018-06-20,12,60,3152,48,80,24,1872,137
1996,2018-06-21,12,60,3152,48,80,24,1877,137
1997,2018-06-22,13,59,3392,46,78,24,1880,137
1998,2018-06-23,13,59,3546,45,77,24,1886,136
1999,2018-06-24,12,51,3103,40,77,21,1887,136
2000,2018-06-25,13,59,3546,45,77,24,1866,136
2001,2018-06-26,13,59,3546,45,77,24,1871,136
2002,2018-06-27,13,59,3546,45,77,24,1875,136
2003,2018-06-28,13,59,3392,46,78,24,1876,136
2004,2018-06-29,13,59,3392,46,78,24,1880,136
2005,2018-06-30,12,57,3279,45,78,23,1882,136
2006,2018-07-01,13,59,3392,46,78,24,1885,136
2007,2018-07-02,13,59,3392,46,78,24,1873,136
2008,2018-07-03,11,52,3011,41,78,21,1873,136
2009,2018-07-04,13,59,3392,46,78,24,1873,136
2010,2018-07-05,13,59,3392,46,78,24,1877,136
2011,2018-07-06,13,59,3392,46,78,24,1878,136
2012,2018-07-07,13,59,3392,46,78,24,1874,136
2013,2018-07-08,13,59,3392,46,78,24,1875,136
2014,2018-07-09,13,59,3392,46,78,24,1880,136
2015,2018-07-10,12,59,3238,47,79,24,1880,136
2016,2018-07-11,12,59,3238,47,79,24,1880,136
2017,2018-07-12,12,59,3238,47,79,24,1872,136
2018,2018-07-13,12,59,3238,47,79,24,1872,136
2019,2018-07-14,12,59,3238,47,79,24,1871,136
2020,2018-07-15,12,59,3238,47,79,24,1871,136
2021,2018-07-16,11,59,3084,47,80,24,1847,136
2022,2018-07-17,10,49,2596,40,80,20,1847,136
2023,2018-07-18,12,61,3184,49,80,24,1866,136
2024,2018-07-19,12,61,3184,49,80,24,1866,135
2025,2018-07-20,13,59,3381,46,78,24,1866,135
2026,2018-07-21,13,59,3381,46,78,24,1866,135
2027,2018-07-22,13,59,3381,46,78,24,1866,135
2028,2018-07-23,13,59,3381,46,78,24,1866,135
2029,2018-07-24,12,59,3227,46,79,24,1866,135
2030,2018-07-25,12,59,3227,46,79,24,1866,135
2031,2018-07-26,12,59,3227,46,79,24,1866,135
2032,2018-07-27,13,59,3381,46,78,24,1866,135
2033,2018-07-28,13,59,3381,46,78,24,1866,135
2034,2018-07-29,13,59,3381,46,78,24,1866,135
2035,2018-07-30,13,59,3381,46,78,24,1866,135
2036,2018-07-31,13,59,3381,46,78,24,1866,135
2037,2018-08-01,13,59,3381,46,78,24,1866,135
2038,2018-08-02,13,59,3381,46,78,24,1866,135
2039,2018-08-03,13,59,3381,46,78,24,1866,135
2040,2018-08-04,12,60,3152,48,80,24,1866,135
2041,2018-08-05,12,60,3152,48,80,24,1866,135
2042,2018-08-06,12,60,3152,48,80,24,1866,135
2043,2018-08-07,12,60,3152,48,80,24,1866,135
2044,2018-08-08,12,60,3152,48,80,24,1866,135
2045,2018-08-09,12,60,3152,48,80,24,1866,135
2046,2018-08-10,12,60,3310,48,79,24,1866,135
2047,2018-08-11,12,60,3310,48,79,24,1866,135
2048,2018-08-12,12,60,3310,48,79,24,1866,135
2049,2018-08-13,12,60,3310,48,79,24,1866,135
2050,2018-08-14,12,60,3310,48,79,24,1866,134
2051,2018-08-15,13,60,3467,47,78,24,1866,134
2052,2018-08-16,13,60,3467,47,78,24,1866,134
2053,2018-08-17,13,60,3467,47,78,24,1866,134
2054,2018-08-18,13,60,3467,47,78,24,1866,134
2055,2018-08-19,13,60,3467,47,78,24,1866,134
2056,2018-08-20,13,60,3467,47,78,24,1866,134
2057,2018-08-21,13,60,3467,47,78,24,1866,134
2058,2018-08-22,13,60,3467,47,78,24,1866,134
2059,2018-08-23,13,60,3467,47,78,24,1866,134
2060,2018-08-24,13,60,3467,47,78,24,1866,134
2061,2018-08-25,12,57,3294,45,78,24,1866,134
2062,2018-08-26,12,57,3294,45,78,24,1866,134
2063,2018-08-27,12,57,3294,45,78,24,1868,134
2064,2018-08-28,10,48,2782,38,78,22,1873,134
2065,2018-08-29,12,53,3202,41,77,24,1873,134
2066,2018-08-30,12,53,3202,41,77,24,1873,134
2067,2018-08-31,12,53,3202,41,77,24,1873,134
2068,2018-09-01,12,53,3202,41,77,24,1873,134
2069,2018-09-02,12,53,3202,41,77,24,1887,134
2070,2018-09-03,12,52,3129,40,77,24,1890,134
2071,2018-09-04,12,53,3202,41,77,24,1890,134
2072,2018-09-05,12,53,3202,41,77,24,1890,134
2073,2018-09-06,13,54,3546,41,75,24,1893,134
2074,2018-09-07,13,54,3546,41,75,24,1893,134
2075,2018-09-08,13,54,3546,41,75,24,1893,134
2076,2018-09-09,13,54,3546,41,75,24,1891,133
2077,2018-09-10,13,54,3546,41,75,24,1891,133
2078,2018-09-11,13,54,3546,41,75,24,1892,133
2079,2018-09-12,13,54,3546,41,75,24,1892,133
2080,2018-09-13,13,54,3546,41,75,24,1892,133
2081,2018-09-14,14,54,3688,40,74,24,1892,133
2082,2018-09-15,14,54,3688,40,74,24,1892,133
2083,2018-09-16,14,54,3688,40,74,24,1892,133
2084,2018-09-17,14,54,3688,40,74,24,1899,133
2085,2018-09-18,14,54,3688,40,74,24,1899,133
2086,2018-09-19,14,55,3736,41,74,24,1887,133
2087,2018-09-20,9,36,2476,27,74,15,1887,133
2088,2018-09-21,15,58,3988,44,74,24,1887,133
2089,2018-09-22,15,58,3988,44,74,24,1881,133
2090,2018-09-23,16,62,4241,46,74,24,1886,133
2091,2018-09-24,16,63,4289,47,74,24,1881,133
2092,2018-09-25,16,63,4289,47,74,24,1881,133
2093,2018-09-26,16,63,4289,47,74,24,1881,133
2094,2018-09-27,14,55,3739,41,74,22,1886,133
2095,2018-09-28,14,56,3818,42,74,24,1890,133
2096,2018-09-29,14,56,3818,42,74,24,1891,133
2097,2018-09-30,14,56,3818,42,74,24,1889,133
2098,2018-10-01,14,56,3818,42,74,24,1891,133
2099,2018-10-02,13,54,3572,41,75,24,1889,133
2100,2018-10-03,14,57,3743,43,75,24,1890,133
2101,2018-10-04,14,57,3743,43,75,24,1886,133
2102,2018-10-05,14,57,3743,43,75,24,1886,132
2103,2018-10-06,14,57,3743,43,75,24,1893,132
2104,2018-10-07,14,57,3893,43,74,24,1893,132
2105,2018-10-08,14,57,3893,43,74,24,1893,132
2106,2018-10-09,14,57,3893,43,74,24,1891,132
2107,2018-10-10,14,57,3893,43,74,24,1890,132
2108,2018-10-11,14,57,3893,43,74,24,1890,132
2109,2018-10-12,14,55,3743,41,74,24,1890,132
2110,2018-10-13,14,55,3743,41,74,24,1890,132
2111,2018-10-14,14,55,3743,41,74,24,1897,132
2112,2018-10-15,14,59,3848,44,75,24,1891,132
2113,2018-10-16,14,56,3704,43,75,23,1883,132
2114,2018-10-17,14,59,3848,44,75,24,1882,132
2115,2018-10-18,14,57,3717,43,75,24,1883,132
2116,2018-10-19,14,57,3717,43,75,24,1883,132
2117,2018-10-20,14,57,3717,43,75,24,1883,132
2118,2018-10-21,14,57,3717,43,75,24,1883,132
2119,2018-10-22,14,57,3717,43,75,24,1883,132
2120,2018-10-23,14,57,3717,43,75,24,1883,132
2121,2018-10-24,14,57,3717,43,75,24,1883,132
2122,2018-10-25,14,57,3866,42,74,24,1883,132
2123,2018-10-26,13,57,3568,43,76,24,1883,132
2124,2018-10-27,13,57,3419,44,77,24,1883,132
2125,2018-10-28,13,57,3419,44,77,24,1883,132
2126,2018-10-29,13,57,3419,44,77,24,1883,132
2127,2018-10-30,13,57,3419,44,77,24,1883,131
2128,2018-10-31,13,57,3419,44,77,24,1883,131
2129,2018-11-01,13,57,3419,44,77,24,1883,131
2130,2018-11-02,9,57,2527,47,83,24,1883,131
2131,2018-11-03,9,57,2527,47,83,24,1883,131
2132,2018-11-04,15,57,4163,41,72,24,1883,131
2133,2018-11-05,15,57,4163,41,72,24,1883,131
2134,2018-11-06,15,54,3979,39,72,24,1883,131
2135,2018-11-07,15,54,3979,39,72,24,1883,131
2136,2018-11-08,15,54,3979,39,72,24,1883,131
2137,2018-11-09,15,54,3979,39,72,24,1883,131
2138,2018-11-10,15,54,3979,39,72,24,1883,131
2139,2018-11-11,15,54,3979,39,72,24,1883,131
2140,2018-11-12,15,54,3979,39,72,24,1883,131
2141,2018-11-13,14,54,3695,40,74,24,1883,131
2142,2018-11-14,14,54,3695,40,74,24,1883,131
2143,2018-11-15,14,54,3837,40,73,24,1883,131
2144,2018-11-16,14,54,3837,40,73,24,1883,131
2145,2018-11-17,12,46,3229,34,73,20,1883,131
2146,2018-11-18,14,54,3837,40,73,24,1883,131
2147,2018-11-19,13,48,3389,35,73,21,1883,131
2148,2018-11-20,15,56,3979,41,73,24,1876,131
2149,2018-11-21,15,56,3979,41,73,24,1876,131
2150,2018-11-22,15,56,3979,41,73,24,1870,131
2151,2018-11-23,15,56,3979,41,73,24,1874,131
2152,2018-11-24,15,56,3979,41,73,24,1874,131
2153,2018-11-25,15,56,3979,41,73,24,1876,130
2154,2018-11-26,14,52,3664,38,73,22,1876,130
2155,2018-11-27,15,56,3979,41,73,24,1876,130
2156,2018-11-28,13,56,3537,43,76,24,1873,130
2157,2018-11-29,13,56,3537,43,76,24,1872,130
2158,2018-11-30,13,56,3537,43,76,24,1872,130
2159,2018-12-01,13,56,3537,43,76,24,1872,130
2160,2018-12-02,13,56,3537,43,76,24,1872,130
2161,2018-12-03,13,56,3537,43,76,24,1874,130
2162,2018-12-04,13,56,3537,43,76,24,1874,130
2163,2018-12-05,14,56,3684,42,75,24,1874,130
2164,2018-12-06,14,56,3684,42,75,24,1874,130
2165,2018-12-07,14,56,3684,42,75,24,1874,130
2166,2018-12-08,13,56,3389,43,77,24,2073,130
2167,2018-12-09,13,56,3389,43,77,24,2073,130
2168,2018-12-10,11,51,3079,39,77,22,2008,130
2169,2018-12-11,13,56,3389,43,77,24,2008,130
2170,2018-12-12,13,56,3537,43,76,24,2008,130
2171,2018-12-13,13,56,3537,43,76,24,2008,130
2172,2018-12-14,11,45,2859,35,76,19,2008,130
2173,2018-12-15,13,56,3537,43,76,24,2008,130
2174,2018-12-16,14,56,3684,42,75,24,2008,130
2175,2018-12-17,14,56,3684,42,75,24,2008,130
2176,2018-12-18,14,56,3684,42,75,24,2008,130
2177,2018-12-19,14,56,3684,42,75,24,1978,130
2178,2018-12-20,14,56,3684,42,75,24,1931,130
2179,2018-12-21,14,56,3684,42,75,24,1931,129
2180,2018-12-22,14,56,3684,42,75,24,1931,129
2181,2018-12-23,14,56,3684,42,75,24,1931,129
2182,2018-12-24,14,56,3684,42,75,24,1931,129
2183,2018-12-25,14,56,3684,42,75,24,1931,129
2184,2018-12-26,14,56,3684,42,75,24,1931,129
2185,2018-12-27,14,56,3684,42,75,24,1931,129
2186,2018-12-28,14,56,3684,42,75,24,1931,129
2187,2018-12-29,14,56,3684,42,75,24,1931,129
2188,2018-12-30,14,56,3684,42,75,24,1931,129
2189,2018-12-31,14,56,3684,42,75,24,1931,129
2190,2019-01-01,14,56,3684,42,75,24,1931,129
2191,2019-01-02,14,56,3684,42,75,24,1931,129
2192,2019-01-03,14,56,3684,42,75,24,1931,129
2193,2019-01-04,14,56,3684,42,75,24,1931,129
2194,2019-01-05,14,56,3684,42,75,24,1931,129
2195,2019-01-06,14,56,3684,42,75,24,1931,129
2196,2019-01-07,14,56,3684,42,75,24,1931,129
2197,2019-01-08,14,56,3684,42,75,24,1931,129
2198,2019-01-09,14,56,3684,42,75,24,1931,129
2199,2019-01-10,14,56,3684,42,75,24,1931,129
2200,2019-01-11,14,56,3684,42,75,24,1931,129
2201,2019-01-12,14,56,3684,42,75,24,1931,129
2202,2019-01-13,11,72,3043,61,84,24,1927,129
2203,2019-01-14,15,67,4024,52,77,24,1949,129
2204,2019-01-15,14,64,3867,50,77,24,1973,129
2205,2019-01-16,14,64,3867,50,77,24,1984,128
2206,2019-01-17,14,64,3867,50,77,24,1996,128
2207,2019-01-18,14,64,3867,50,77,24,1996,128
2208,2019-01-19,14,64,3867,50,77,24,1996,128
2209,2019-01-20,14,64,3867,50,77,24,2020,128
2210,2019-01-21,14,64,3867,50,77,24,2020,128
2211,2019-01-22,14,64,3867,50,77,24,2032,128
2212,2019-01-23,15,64,4035,49,76,24,2032,128
2213,2019-01-24,15,64,4035,49,76,24,2032,128
2214,2019-01-25,15,64,4035,49,76,24,2032,128
2215,2019-01-26,15,64,4035,49,76,24,2032,128
2216,2019-01-27,16,64,4203,48,75,24,2032,128
2217,2019-01-28,15,63,4133,48,75,24,2087,128
2218,2019-01-29,16,64,4203,48,75,24,2087,128
2219,2019-01-30,16,64,4203,48,75,24,2087,128
2220,2019-01-31,14,58,3800,44,75,22,2087,128
2221,2019-02-01,14,58,3818,44,75,22,2087,128
2222,2019-02-02,16,64,4203,48,75,24,2087,128
2223,2019-02-03,16,64,4203,48,75,24,2087,128
2224,2019-02-04,16,64,4203,48,75,24,2086,128
2225,2019-02-05,14,58,3800,44,75,22,2086,128
2226,2019-02-06,14,58,3800,44,75,22,2086,128
2227,2019-02-07,16,64,4203,48,75,24,2086,128
2228,2019-02-08,13,52,3397,39,75,19,2086,128
2229,2019-02-09,14,56,3695,43,75,21,2086,128
2230,2019-02-10,14,57,3730,43,75,21,2086,128
2231,2019-02-11,15,57,3916,43,74,22,2086,127
2232,2019-02-12,16,64,4371,48,74,24,2086,127
2233,2019-02-13,16,64,4371,48,74,24,2086,127
2234,2019-02-14,16,64,4371,48,74,24,2110,127
2235,2019-02-15,15,59,4043,44,74,22,2110,127
2236,2019-02-16,16,64,4371,48,74,24,2110,127
2237,2019-02-17,15,60,4079,45,74,22,2110,127
2238,2019-02-18,13,55,3463,42,76,21,2110,127
2239,2019-02-19,15,64,4035,49,76,24,2110,127
2240,2019-02-20,15,64,4035,49,76,24,2110,127
2241,2019-02-21,13,57,3567,43,76,22,2110,127
2242,2019-02-22,13,56,3534,43,76,22,2110,127
2243,2019-02-23,13,62,3583,49,78,24,2110,127
2244,2019-02-24,13,62,3583,49,78,24,2110,127
2245,2019-02-25,12,56,3225,44,78,22,2110,127
2246,2019-02-26,11,51,2956,40,78,20,2110,127
2247,2019-02-27,12,58,3344,45,78,22,2110,127
2248,2019-02-28,13,62,3583,49,78,24,2110,127
2249,2019-03-01,13,62,3583,49,78,24,2110,127
2250,2019-03-02,12,56,3225,44,78,22,2110,127
2251,2019-03-03,12,56,3225,44,78,22,2110,127
2252,2019-03-04,12,56,3210,44,78,22,2110,127
2253,2019-03-05,12,55,3165,43,78,21,2110,127
2254,2019-03-06,11,54,2823,43,80,21,2110,127
2255,2019-03-07,11,57,3013,46,80,22,2110,127
2256,2019-03-08,11,57,2999,46,80,22,2110,126
2257,2019-03-09,11,57,2986,46,80,22,2110,126
2258,2019-03-10,11,58,3040,47,80,22,2110,126
2259,2019-03-11,11,56,2918,45,80,22,2086,126
2260,2019-03-12,11,54,2836,43,80,21,2086,126
2261,2019-03-13,10,52,2741,42,80,20,2086,126
2262,2019-03-14,9,47,2456,38,80,18,2086,126
2263,2019-03-15,11,54,2823,43,80,21,2086,126
2264,2019-03-16,11,54,2850,44,80,21,2063,126
2265,2019-03-17,12,62,3257,50,80,24,2086,126
2266,2019-03-18,12,62,3257,50,80,24,2086,126
2267,2019-03-19,12,62,3257,50,80,24,2098,126
2268,2019-03-20,12,62,3257,50,80,24,2098,126
2269,2019-03-21,12,62,3257,50,80,24,2110,126
2270,2019-03-22,13,62,3583,49,78,24,2110,126
2271,2019-03-23,13,62,3583,49,78,24,2110,126
2272,2019-03-24,13,62,3583,49,78,24,2110,126
2273,2019-03-25,13,62,3583,49,78,24,2110,126
2274,2019-03-26,12,56,3210,44,78,22,2110,126
2275,2019-03-27,13,62,3583,49,78,24,2110,126
2276,2019-03-28,14,59,3713,45,76,23,2110,126
2277,2019-03-29,15,62,3909,47,76,24,2110,126
2278,2019-03-30,13,57,3615,44,76,22,2110,126
2279,2019-03-31,13,62,3420,49,79,24,2110,126
2280,2019-04-01,13,62,3420,49,79,24,2110,126
2281,2019-04-02,13,62,3420,49,79,24,2110,126
2282,2019-04-03,12,57,3135,45,79,22,2110,125
2283,2019-04-04,12,56,3107,45,79,22,2110,125
2284,2019-04-05,13,62,3420,49,79,24,2110,125
2285,2019-04-06,12,57,3135,45,79,22,2110,125
2286,2019-04-07,11,53,3075,42,78,21,2086,125
2287,2019-04-08,9,44,2523,34,78,17,2086,125
2288,2019-04-09,13,62,3583,49,78,24,2086,125
2289,2019-04-10,12,58,3329,45,78,22,2086,125
2290,2019-04-11,14,56,3698,43,75,22,2086,125
2291,2019-04-12,15,62,4071,47,75,24,2086,125
2292,2019-04-13,15,62,4071,47,75,24,2086,125
2293,2019-04-14,15,62,4071,47,75,24,2122,125
2294,2019-04-15,14,57,3732,43,75,22,2122,125
2295,2019-04-16,14,57,3732,43,75,22,2122,125
2296,2019-04-17,13,54,3529,41,75,21,2122,125
2297,2019-04-18,14,58,3817,44,75,23,2122,125
2298,2019-04-19,14,57,3749,43,75,22,2122,125
2299,2019-04-20,15,57,3899,43,74,22,2122,125
2300,2019-04-21,13,52,3564,39,74,20,2122,125
2301,2019-04-22,14,57,3881,42,74,22,2122,125
2302,2019-04-23,14,57,3881,42,74,22,2122,125
2303,2019-04-24,13,51,3511,38,74,20,2122,125
2304,2019-04-25,12,48,3302,36,74,22,2122,125
2305,2019-04-26,13,50,3428,37,74,21,2122,125
2306,2019-04-27,15,58,3975,43,74,24,2122,125
2307,2019-04-28,12,53,3333,40,76,22,2122,125
2308,2019-04-29,11,47,2935,36,76,19,2122,124
2309,2019-04-30,12,50,3172,39,76,22,2122,124
2310,2019-05-01,13,54,3429,42,76,24,2122,124
2311,2019-05-02,13,54,3429,42,76,24,2122,124
2312,2019-05-03,13,54,3429,42,76,24,2122,124
2313,2019-05-04,12,54,3144,43,78,24,2122,124
2314,2019-05-05,11,49,2856,39,78,22,2122,124
2315,2019-05-06,12,54,3144,43,78,24,2122,124
2316,2019-05-07,9,42,2435,33,78,22,2122,124
2317,2019-05-08,9,41,2384,32,78,22,2122,124
2318,2019-05-09,10,45,2589,35,78,24,2122,124
2319,2019-05-10,9,41,2368,32,78,22,2122,124
2320,2019-05-11,10,45,2583,35,78,24,2134,124
2321,2019-05-12,10,45,2583,35,78,24,2134,124
2322,2019-05-13,10,45,2818,34,76,24,2134,124
2323,2019-05-14,10,45,2818,34,76,24,2134,124
2324,2019-05-15,10,45,2818,34,76,24,2134,124
2325,2019-05-16,10,45,2818,34,76,24,2134,124
2326,2019-05-17,8,34,2202,25,75,18,2134,124
2327,2019-05-18,11,45,2935,34,75,24,2134,124
2328,2019-05-19,11,45,2935,34,75,24,2134,124
2329,2019-05-20,11,45,2935,34,75,24,2134,124
2330,2019-05-21,8,34,2202,25,75,18,2134,124
2331,2019-05-22,11,45,2935,34,75,24,2134,124
2332,2019-05-23,8,34,2202,25,75,18,2134,124
2333,2019-05-24,7,30,1945,22,75,16,2134,124
2334,2019-05-25,11,45,2935,34,75,24,2134,123
2335,2019-05-26,8,34,2202,25,75,18,2122,123
