,Actual,Prediction,Difference
731,8.88,7.47,1.41489637374878
732,8.96,7.45,1.5057282066345223
733,9.0,7.45,1.5471339225769043
734,9.04,7.47,1.574984588623046
735,9.04,7.49,1.550931968688964
736,9.0,7.53,1.474815845489502
737,9.0,7.57,1.4268927574157715
738,9.04,7.62,1.4164472007751456
739,9.08,7.68,1.401415901184082
740,9.08,7.74,1.3373375701904298
741,9.08,7.82,1.2610593605041505
742,9.08,7.91,1.1718231010437012
743,9.08,8.0,1.0791321563720704
744,9.04,8.09,0.949735679626464
745,9.0,8.17,0.8279523849487305
746,8.96,8.25,0.7120751953125009
747,8.88,8.32,0.5589674758911141
748,8.8,8.37,0.4342754364013679
749,8.84,8.37,0.47182163238525376
750,8.8,8.34,0.4597089767456062
751,8.8,8.3,0.49908905029296946
752,8.76,8.27,0.4894139862060545
753,8.76,8.25,0.5074536895751951
754,8.92,8.24,0.6769875717163085
755,8.88,8.24,0.6354950714111336
756,8.84,8.25,0.5916660690307616
757,8.8,8.25,0.5476549148559577
758,8.76,8.26,0.502897033691406
759,8.68,8.26,0.4242321777343747
760,8.64,8.25,0.39051593780517635
761,8.64,8.24,0.40217269897460994
762,8.56,8.22,0.3435359573364263
763,8.52,8.18,0.3382601928710933
764,8.48,8.14,0.3399338531494145
765,8.4,8.1,0.3000425338745121
766,8.36,8.06,0.2996018981933588
767,8.32,8.03,0.2942727279663089
768,8.36,8.0,0.3592656707763666
769,8.32,7.98,0.3394749832153323
770,8.32,7.97,0.3535378646850589
771,8.4,7.96,0.443010234832764
772,8.36,7.95,0.4060152626037592
773,8.44,7.96,0.48050111770629833
774,8.36,7.97,0.3936065292358393
775,8.32,7.97,0.34527523040771513
776,8.28,7.98,0.2974889564514154
777,8.28,7.98,0.29635837554931577
778,8.32,7.98,0.3391373825073245
779,8.2,7.97,0.2328097343444817
780,8.16,7.95,0.21279636383056655
781,8.08,7.92,0.15572174072265632
782,8.0,7.9,0.09916257858276367
783,7.92,7.88,0.03754322052001946
784,7.92,7.87,0.05002014160156243
785,7.92,7.86,0.06175128936767571
786,7.84,7.84,-0.0016991233825685015
787,7.88,7.82,0.05551183700561513
788,7.88,7.81,0.06732404708862294
789,7.84,7.8,0.040735092163085795
790,7.92,7.78,0.13688652038574212
791,7.96,7.77,0.19462820053100582
792,7.88,7.75,0.13206661224365224
793,7.88,7.73,0.1514996337890624
794,7.88,7.71,0.16799152374267567
795,7.88,7.69,0.1873129653930663
796,7.88,7.67,0.20912921905517567
797,7.88,7.65,0.23086631774902333
798,7.88,7.63,0.24586999893188466
799,7.92,7.63,0.29248754501342766
800,8.04,7.62,0.4152985000610343
801,8.12,7.62,0.499938602447509
802,8.12,7.61,0.5106769752502434
803,8.16,7.59,0.5657564735412599
804,8.24,7.58,0.6617929840087893
805,8.36,7.56,0.7995065307617182
806,8.48,7.53,0.9524020957946782
807,8.32,7.47,0.8453205299377444
808,8.28,7.39,0.885256557464599
809,8.36,7.29,1.072476253509521
810,8.44,7.16,1.282563152313232
811,8.64,7.02,1.6249152565002447
812,8.64,6.87,1.768557682037354
813,8.64,6.74,1.9044348144531256
814,8.76,6.61,2.1465351676940916
815,8.68,6.51,2.1715857315063474
816,8.68,6.42,2.2584087181091306
817,8.8,6.35,2.4516137123107917
818,8.68,6.29,2.3927542495727536
819,8.72,6.23,2.486302108764649
820,8.68,6.19,2.4929124641418454
821,8.6,6.14,2.455673313140869
822,8.6,6.11,2.4861427307128903
823,8.56,6.09,2.4666419601440435
824,8.52,6.08,2.439012546539306
825,8.4,6.08,2.3247512817382816
826,8.36,6.07,2.2891095733642572
827,8.4,6.06,2.3373292922973636
828,8.32,6.05,2.268903560638428
829,8.32,6.04,2.277520961761475
830,8.24,6.04,2.204733123779297
831,8.2,6.03,2.1740886688232415
832,8.44,6.01,2.428791465759277
833,8.48,5.99,2.4905690956115727
834,8.44,5.96,2.479676666259765
835,8.36,5.92,2.435393676757812
836,8.2,5.88,2.3161122322082512
837,8.24,5.84,2.4038493537902834
838,8.16,5.78,2.380639705657959
839,8.12,5.72,2.403115863800048
840,8.16,5.65,2.506731185913086
841,8.12,5.59,2.5271030616760246
842,8.12,5.53,2.585007781982421
843,8.16,5.48,2.6786867713928224
844,8.08,5.43,2.6459189224243165
845,8.04,5.39,2.6451545143127433
846,8.12,5.36,2.7557569694519035
847,8.2,5.34,2.8617689132690423
848,8.08,5.32,2.7638903427124024
849,8.04,5.3,2.741640605926513
850,8.08,5.29,2.7946525382995606
851,8.04,5.28,2.762696304321288
852,7.96,5.27,2.689842185974121
853,8.04,5.26,2.780447521209716
854,7.92,5.25,2.6737927627563476
855,7.92,5.23,2.687247200012207
856,7.88,5.22,2.6623286056518554
857,7.88,5.2,2.6772874641418456
858,7.92,5.19,2.733645839691162
859,7.84,5.17,2.669520225524902
860,7.8,5.16,2.642424392700195
861,7.8,5.15,2.6504676818847654
862,7.76,5.15,2.6126859283447263
863,7.84,5.15,2.685201015472412
864,7.76,5.18,2.5847647285461424
865,7.6,5.2,2.3977919578552243
866,7.52,5.23,2.288783569335937
867,7.32,5.26,2.056935615539551
868,7.2,5.3,1.9038483619689943
869,7.12,5.33,1.7919727516174317
870,7.08,5.36,1.7233053016662598
871,6.96,5.38,1.5753368949890136
872,6.84,5.41,1.4286530876159667
873,6.84,5.44,1.4048097991943358
874,6.76,5.45,1.3051860427856443
875,6.68,5.47,1.2067219543457028
876,6.56,5.49,1.065756855010986
877,6.52,5.52,0.9996605110168453
878,6.36,5.55,0.8073576545715335
